Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
West Bank and Gaza,PSE,2007,Average per capita transfer held by 1st quintile (poorest) - International Private Transfers (preT),per_pr_ip.avt_q1_preT_tot,1.63808312529425
West Bank and Gaza,PSE,2009,Average per capita transfer held by 1st quintile (poorest) - International Private Transfers -rural,per_pr_ip.avt_q1_rur,2.12966630988957
West Bank and Gaza,PSE,2007,Average per capita transfer held by 1st quintile (poorest) - International Private Transfers -rural,per_pr_ip.avt_q1_rur,1.6935475237651
West Bank and Gaza,PSE,2009,Average per capita transfer held by 1st quintile (poorest) - International Private Transfers,per_pr_ip.avt_q1_tot,1.91910610145606
West Bank and Gaza,PSE,2007,Average per capita transfer held by 1st quintile (poorest) - International Private Transfers,per_pr_ip.avt_q1_tot,1.63808312529425
West Bank and Gaza,PSE,2009,Average per capita transfer held by 1st quintile (poorest) - International Private Transfers -urban,per_pr_ip.avt_q1_urb,1.85988147868588
West Bank and Gaza,PSE,2007,Average per capita transfer held by 1st quintile (poorest) - International Private Transfers -urban,per_pr_ip.avt_q1_urb,0.923434701747802
West Bank and Gaza,PSE,2009,Average per capita transfer held by 2nd quintile - International Private Transfers (preT),per_pr_ip.avt_q2_preT_tot,1.60454595042817
West Bank and Gaza,PSE,2007,Average per capita transfer held by 2nd quintile - International Private Transfers (preT),per_pr_ip.avt_q2_preT_tot,0.989883004168648
West Bank and Gaza,PSE,2009,Average per capita transfer held by 2nd quintile - International Private Transfers -rural,per_pr_ip.avt_q2_rur,1.65104917676368
West Bank and Gaza,PSE,2007,Average per capita transfer held by 2nd quintile - International Private Transfers -rural,per_pr_ip.avt_q2_rur,1.38448675661076
West Bank and Gaza,PSE,2009,Average per capita transfer held by 2nd quintile - International Private Transfers,per_pr_ip.avt_q2_tot,1.66736825772209
West Bank and Gaza,PSE,2007,Average per capita transfer held by 2nd quintile - International Private Transfers,per_pr_ip.avt_q2_tot,0.989883004168648
West Bank and Gaza,PSE,2009,Average per capita transfer held by 2nd quintile - International Private Transfers -urban,per_pr_ip.avt_q2_urb,1.6273475204539
West Bank and Gaza,PSE,2007,Average per capita transfer held by 2nd quintile - International Private Transfers -urban,per_pr_ip.avt_q2_urb,0.966939198714837
West Bank and Gaza,PSE,2009,Average per capita transfer held by 3rd quintile - International Private Transfers (preT),per_pr_ip.avt_q3_preT_tot,1.67606688019281
West Bank and Gaza,PSE,2007,Average per capita transfer held by 3rd quintile - International Private Transfers (preT),per_pr_ip.avt_q3_preT_tot,1.53021684429762
West Bank and Gaza,PSE,2009,Average per capita transfer held by 3rd quintile - International Private Transfers -rural,per_pr_ip.avt_q3_rur,1.50231163728452
West Bank and Gaza,PSE,2007,Average per capita transfer held by 3rd quintile - International Private Transfers -rural,per_pr_ip.avt_q3_rur,1.13721338686991
West Bank and Gaza,PSE,2009,Average per capita transfer held by 3rd quintile - International Private Transfers,per_pr_ip.avt_q3_tot,1.56512245516142
West Bank and Gaza,PSE,2007,Average per capita transfer held by 3rd quintile - International Private Transfers,per_pr_ip.avt_q3_tot,1.53021684429762
West Bank and Gaza,PSE,2009,Average per capita transfer held by 3rd quintile - International Private Transfers -urban,per_pr_ip.avt_q3_urb,1.64950032256063
West Bank and Gaza,PSE,2007,Average per capita transfer held by 3rd quintile - International Private Transfers -urban,per_pr_ip.avt_q3_urb,2.28099205316339
West Bank and Gaza,PSE,2009,Average per capita transfer held by 4th quintile - International Private Transfers (preT),per_pr_ip.avt_q4_preT_tot,1.55504753029923
West Bank and Gaza,PSE,2007,Average per capita transfer held by 4th quintile - International Private Transfers (preT),per_pr_ip.avt_q4_preT_tot,2.08338129520481
West Bank and Gaza,PSE,2009,Average per capita transfer held by 4th quintile - International Private Transfers -rural,per_pr_ip.avt_q4_rur,1.59194440807551
West Bank and Gaza,PSE,2007,Average per capita transfer held by 4th quintile - International Private Transfers -rural,per_pr_ip.avt_q4_rur,1.42009503395069
West Bank and Gaza,PSE,2009,Average per capita transfer held by 4th quintile - International Private Transfers,per_pr_ip.avt_q4_tot,1.65297823700648
West Bank and Gaza,PSE,2007,Average per capita transfer held by 4th quintile - International Private Transfers,per_pr_ip.avt_q4_tot,2.08338129520481
West Bank and Gaza,PSE,2009,Average per capita transfer held by 4th quintile - International Private Transfers -urban,per_pr_ip.avt_q4_urb,1.66307024767963
West Bank and Gaza,PSE,2007,Average per capita transfer held by 4th quintile - International Private Transfers -urban,per_pr_ip.avt_q4_urb,2.29606475754184
West Bank and Gaza,PSE,2009,Average per capita transfer held by 5th quintile (richest) - International Private Transfers (preT),per_pr_ip.avt_q5_preT_tot,1.9301127257588
West Bank and Gaza,PSE,2007,Average per capita transfer held by 5th quintile (richest) - International Private Transfers (preT),per_pr_ip.avt_q5_preT_tot,1.06260768317716
West Bank and Gaza,PSE,2009,Average per capita transfer held by 5th quintile (richest) - International Private Transfers -rural,per_pr_ip.avt_q5_rur,2.05036115704682
West Bank and Gaza,PSE,2007,Average per capita transfer held by 5th quintile (richest) - International Private Transfers -rural,per_pr_ip.avt_q5_rur,1.44200204712463
West Bank and Gaza,PSE,2009,Average per capita transfer held by 5th quintile (richest) - International Private Transfers,per_pr_ip.avt_q5_tot,1.95623142496205
West Bank and Gaza,PSE,2007,Average per capita transfer held by 5th quintile (richest) - International Private Transfers,per_pr_ip.avt_q5_tot,1.06260768317716
West Bank and Gaza,PSE,2009,Average per capita transfer held by 5th quintile (richest) - International Private Transfers -urban,per_pr_ip.avt_q5_urb,1.99307423755074
West Bank and Gaza,PSE,2007,Average per capita transfer held by 5th quintile (richest) - International Private Transfers -urban,per_pr_ip.avt_q5_urb,1.12286290311254
West Bank and Gaza,PSE,2009,Benefits incidence in 1st quintile (poorest) (%) - International Private Transfers (preT),per_pr_ip.ben_q1_preT_tot,43.4768338478378
West Bank and Gaza,PSE,2007,Benefits incidence in 1st quintile (poorest) (%) - International Private Transfers (preT),per_pr_ip.ben_q1_preT_tot,32.2297350120336
West Bank and Gaza,PSE,2009,Benefits incidence in 1st quintile (poorest) (%) - International Private Transfers -rural,per_pr_ip.ben_q1_rur,39.3178943880804
West Bank and Gaza,PSE,2007,Benefits incidence in 1st quintile (poorest) (%) - International Private Transfers -rural,per_pr_ip.ben_q1_rur,28.1046198759131
West Bank and Gaza,PSE,2009,Benefits incidence in 1st quintile (poorest) (%) - International Private Transfers,per_pr_ip.ben_q1_tot,42.395439622631
West Bank and Gaza,PSE,2007,Benefits incidence in 1st quintile (poorest) (%) - International Private Transfers,per_pr_ip.ben_q1_tot,32.2297350120336
West Bank and Gaza,PSE,2009,Benefits incidence in 1st quintile (poorest) (%) - International Private Transfers -urban,per_pr_ip.ben_q1_urb,43.9268607596114
West Bank and Gaza,PSE,2007,Benefits incidence in 1st quintile (poorest) (%) - International Private Transfers -urban,per_pr_ip.ben_q1_urb,10.5513346599106
West Bank and Gaza,PSE,2009,Benefits incidence in 2nd quintile (%) - International Private Transfers (preT),per_pr_ip.ben_q2_preT_tot,22.4604109667534
West Bank and Gaza,PSE,2007,Benefits incidence in 2nd quintile (%) - International Private Transfers (preT),per_pr_ip.ben_q2_preT_tot,15.5081234646249
West Bank and Gaza,PSE,2009,Benefits incidence in 2nd quintile (%) - International Private Transfers -rural,per_pr_ip.ben_q2_rur,22.4668124653853
West Bank and Gaza,PSE,2007,Benefits incidence in 2nd quintile (%) - International Private Transfers -rural,per_pr_ip.ben_q2_rur,18.1575655516039
West Bank and Gaza,PSE,2009,Benefits incidence in 2nd quintile (%) - International Private Transfers,per_pr_ip.ben_q2_tot,24.260413749733
West Bank and Gaza,PSE,2007,Benefits incidence in 2nd quintile (%) - International Private Transfers,per_pr_ip.ben_q2_tot,15.5081234646249
West Bank and Gaza,PSE,2009,Benefits incidence in 2nd quintile (%) - International Private Transfers -urban,per_pr_ip.ben_q2_urb,23.9184260952652
West Bank and Gaza,PSE,2007,Benefits incidence in 2nd quintile (%) - International Private Transfers -urban,per_pr_ip.ben_q2_urb,17.6789117888219
West Bank and Gaza,PSE,2009,Benefits incidence in 3rd quintile (%) - International Private Transfers (preT),per_pr_ip.ben_q3_preT_tot,16.3922293378404
West Bank and Gaza,PSE,2007,Benefits incidence in 3rd quintile (%) - International Private Transfers (preT),per_pr_ip.ben_q3_preT_tot,25.028052516616
West Bank and Gaza,PSE,2009,Benefits incidence in 3rd quintile (%) - International Private Transfers -rural,per_pr_ip.ben_q3_rur,16.0032378673339
West Bank and Gaza,PSE,2007,Benefits incidence in 3rd quintile (%) - International Private Transfers -rural,per_pr_ip.ben_q3_rur,15.9468799259813
West Bank and Gaza,PSE,2009,Benefits incidence in 3rd quintile (%) - International Private Transfers,per_pr_ip.ben_q3_tot,14.2942517543175
West Bank and Gaza,PSE,2007,Benefits incidence in 3rd quintile (%) - International Private Transfers,per_pr_ip.ben_q3_tot,25.028052516616
West Bank and Gaza,PSE,2009,Benefits incidence in 3rd quintile (%) - International Private Transfers -urban,per_pr_ip.ben_q3_urb,14.403141666459
West Bank and Gaza,PSE,2007,Benefits incidence in 3rd quintile (%) - International Private Transfers -urban,per_pr_ip.ben_q3_urb,30.6506198630931
West Bank and Gaza,PSE,2009,Benefits incidence in 4th quintile (%) - International Private Transfers (preT),per_pr_ip.ben_q4_preT_tot,10.6494210691683
West Bank and Gaza,PSE,2007,Benefits incidence in 4th quintile (%) - International Private Transfers (preT),per_pr_ip.ben_q4_preT_tot,18.9333644455746
West Bank and Gaza,PSE,2009,Benefits incidence in 4th quintile (%) - International Private Transfers -rural,per_pr_ip.ben_q4_rur,12.5017793744092
West Bank and Gaza,PSE,2007,Benefits incidence in 4th quintile (%) - International Private Transfers -rural,per_pr_ip.ben_q4_rur,15.6900010286276
West Bank and Gaza,PSE,2009,Benefits incidence in 4th quintile (%) - International Private Transfers,per_pr_ip.ben_q4_tot,11.7506553277072
West Bank and Gaza,PSE,2007,Benefits incidence in 4th quintile (%) - International Private Transfers,per_pr_ip.ben_q4_tot,18.9333644455746
West Bank and Gaza,PSE,2009,Benefits incidence in 4th quintile (%) - International Private Transfers -urban,per_pr_ip.ben_q4_urb,11.6554260460333
West Bank and Gaza,PSE,2007,Benefits incidence in 4th quintile (%) - International Private Transfers -urban,per_pr_ip.ben_q4_urb,32.0164094633204
West Bank and Gaza,PSE,2009,Benefits incidence in 5th quintile (richest) (%) - International Private Transfers (preT),per_pr_ip.ben_q5_preT_tot,7.02110477840016
West Bank and Gaza,PSE,2007,Benefits incidence in 5th quintile (richest) (%) - International Private Transfers (preT),per_pr_ip.ben_q5_preT_tot,8.30072456115096
West Bank and Gaza,PSE,2009,Benefits incidence in 5th quintile (richest) (%) - International Private Transfers -rural,per_pr_ip.ben_q5_rur,9.71027590479116
West Bank and Gaza,PSE,2007,Benefits incidence in 5th quintile (richest) (%) - International Private Transfers -rural,per_pr_ip.ben_q5_rur,22.1009336178741
West Bank and Gaza,PSE,2009,Benefits incidence in 5th quintile (richest) (%) - International Private Transfers,per_pr_ip.ben_q5_tot,7.2992395456113
West Bank and Gaza,PSE,2007,Benefits incidence in 5th quintile (richest) (%) - International Private Transfers,per_pr_ip.ben_q5_tot,8.30072456115096
West Bank and Gaza,PSE,2009,Benefits incidence in 5th quintile (richest) (%) - International Private Transfers -urban,per_pr_ip.ben_q5_urb,6.09614543263129
West Bank and Gaza,PSE,2007,Benefits incidence in 5th quintile (richest) (%) - International Private Transfers -urban,per_pr_ip.ben_q5_urb,9.10272422485395
West Bank and Gaza,PSE,2009,Beneficiary incidence in 1st quintile (poorest) (%) - International Private Transfers (preT),per_pr_ip.bry_q1_preT_tot,39.4780968777825
West Bank and Gaza,PSE,2007,Beneficiary incidence in 1st quintile (poorest) (%) - International Private Transfers (preT),per_pr_ip.bry_q1_preT_tot,28.682310410917
West Bank and Gaza,PSE,2009,Beneficiary incidence in 1st quintile (poorest) (%) - International Private Transfers -rural,per_pr_ip.bry_q1_rur,33.3785037319558
West Bank and Gaza,PSE,2007,Beneficiary incidence in 1st quintile (poorest) (%) - International Private Transfers -rural,per_pr_ip.bry_q1_rur,23.670782955273
West Bank and Gaza,PSE,2009,Beneficiary incidence in 1st quintile (poorest) (%) - International Private Transfers,per_pr_ip.bry_q1_tot,39.020528458145
West Bank and Gaza,PSE,2007,Beneficiary incidence in 1st quintile (poorest) (%) - International Private Transfers,per_pr_ip.bry_q1_tot,28.682310410917
West Bank and Gaza,PSE,2009,Beneficiary incidence in 1st quintile (poorest) (%) - International Private Transfers -urban,per_pr_ip.bry_q1_urb,41.3520024215768
West Bank and Gaza,PSE,2007,Beneficiary incidence in 1st quintile (poorest) (%) - International Private Transfers -urban,per_pr_ip.bry_q1_urb,17.5254367263898
West Bank and Gaza,PSE,2009,Beneficiary incidence in 2nd quintile (%) - International Private Transfers (preT),per_pr_ip.bry_q2_preT_tot,24.7251269180867
West Bank and Gaza,PSE,2007,Beneficiary incidence in 2nd quintile (%) - International Private Transfers (preT),per_pr_ip.bry_q2_preT_tot,22.8385598852868
West Bank and Gaza,PSE,2009,Beneficiary incidence in 2nd quintile (%) - International Private Transfers -rural,per_pr_ip.bry_q2_rur,24.6019552731211
West Bank and Gaza,PSE,2007,Beneficiary incidence in 2nd quintile (%) - International Private Transfers -rural,per_pr_ip.bry_q2_rur,18.7068692427686
West Bank and Gaza,PSE,2009,Beneficiary incidence in 2nd quintile (%) - International Private Transfers,per_pr_ip.bry_q2_tot,25.7003870426242
West Bank and Gaza,PSE,2007,Beneficiary incidence in 2nd quintile (%) - International Private Transfers,per_pr_ip.bry_q2_tot,22.8385598852868
West Bank and Gaza,PSE,2009,Beneficiary incidence in 2nd quintile (%) - International Private Transfers -urban,per_pr_ip.bry_q2_urb,25.7338010207547
West Bank and Gaza,PSE,2007,Beneficiary incidence in 2nd quintile (%) - International Private Transfers -urban,per_pr_ip.bry_q2_urb,28.0429698196663
West Bank and Gaza,PSE,2009,Beneficiary incidence in 3rd quintile (%) - International Private Transfers (preT),per_pr_ip.bry_q3_preT_tot,17.2750640828303
West Bank and Gaza,PSE,2007,Beneficiary incidence in 3rd quintile (%) - International Private Transfers (preT),per_pr_ip.bry_q3_preT_tot,23.8433576119461
West Bank and Gaza,PSE,2009,Beneficiary incidence in 3rd quintile (%) - International Private Transfers -rural,per_pr_ip.bry_q3_rur,19.2591006352117
West Bank and Gaza,PSE,2007,Beneficiary incidence in 3rd quintile (%) - International Private Transfers -rural,per_pr_ip.bry_q3_rur,20.0016607321422
West Bank and Gaza,PSE,2009,Beneficiary incidence in 3rd quintile (%) - International Private Transfers,per_pr_ip.bry_q3_tot,16.1319212862024
West Bank and Gaza,PSE,2007,Beneficiary incidence in 3rd quintile (%) - International Private Transfers,per_pr_ip.bry_q3_tot,23.8433576119461
West Bank and Gaza,PSE,2009,Beneficiary incidence in 3rd quintile (%) - International Private Transfers -urban,per_pr_ip.bry_q3_urb,15.2882041806999
West Bank and Gaza,PSE,2007,Beneficiary incidence in 3rd quintile (%) - International Private Transfers -urban,per_pr_ip.bry_q3_urb,20.6102439300714
West Bank and Gaza,PSE,2009,Beneficiary incidence in 4th quintile (%) - International Private Transfers (preT),per_pr_ip.bry_q4_preT_tot,12.0963772041325
West Bank and Gaza,PSE,2007,Beneficiary incidence in 4th quintile (%) - International Private Transfers (preT),per_pr_ip.bry_q4_preT_tot,13.2480624654393
West Bank and Gaza,PSE,2009,Beneficiary incidence in 4th quintile (%) - International Private Transfers -rural,per_pr_ip.bry_q4_rur,14.1981613105442
West Bank and Gaza,PSE,2007,Beneficiary incidence in 4th quintile (%) - International Private Transfers -rural,per_pr_ip.bry_q4_rur,15.75933396865
West Bank and Gaza,PSE,2009,Beneficiary incidence in 4th quintile (%) - International Private Transfers,per_pr_ip.bry_q4_tot,12.5564809427043
West Bank and Gaza,PSE,2007,Beneficiary incidence in 4th quintile (%) - International Private Transfers,per_pr_ip.bry_q4_tot,13.2480624654393
West Bank and Gaza,PSE,2009,Beneficiary incidence in 4th quintile (%) - International Private Transfers -urban,per_pr_ip.bry_q4_urb,12.2706962522145
West Bank and Gaza,PSE,2007,Beneficiary incidence in 4th quintile (%) - International Private Transfers -urban,per_pr_ip.bry_q4_urb,21.3873085600115
West Bank and Gaza,PSE,2009,Beneficiary incidence in 5th quintile (richest) (%) - International Private Transfers (preT),per_pr_ip.bry_q5_preT_tot,6.42533491716795
West Bank and Gaza,PSE,2007,Beneficiary incidence in 5th quintile (richest) (%) - International Private Transfers (preT),per_pr_ip.bry_q5_preT_tot,11.3877096264107
West Bank and Gaza,PSE,2009,Beneficiary incidence in 5th quintile (richest) (%) - International Private Transfers -rural,per_pr_ip.bry_q5_rur,8.56227904916719
West Bank and Gaza,PSE,2007,Beneficiary incidence in 5th quintile (richest) (%) - International Private Transfers -rural,per_pr_ip.bry_q5_rur,21.8613531011662
West Bank and Gaza,PSE,2009,Beneficiary incidence in 5th quintile (richest) (%) - International Private Transfers,per_pr_ip.bry_q5_tot,6.59068227032422
West Bank and Gaza,PSE,2007,Beneficiary incidence in 5th quintile (richest) (%) - International Private Transfers,per_pr_ip.bry_q5_tot,11.3877096264107
West Bank and Gaza,PSE,2009,Beneficiary incidence in 5th quintile (richest) (%) - International Private Transfers -urban,per_pr_ip.bry_q5_urb,5.35529612475414
West Bank and Gaza,PSE,2007,Beneficiary incidence in 5th quintile (richest) (%) - International Private Transfers -urban,per_pr_ip.bry_q5_urb,12.4340409638611
West Bank and Gaza,PSE,2009,Benefit-cost ratio -  International Private Transfers -1st quintile (poorest) (preT),per_pr_ip.cba_q1_preT_tot,0.522003222662526
West Bank and Gaza,PSE,2007,Benefit-cost ratio -  International Private Transfers -1st quintile (poorest) (preT),per_pr_ip.cba_q1_preT_tot,0.411852373622108
West Bank and Gaza,PSE,2009,Benefit-cost ratio -  International Private Transfers -1st quintile (poorest) -rural,per_pr_ip.cba_q1_rur,0.460119067805339
West Bank and Gaza,PSE,2007,Benefit-cost ratio -  International Private Transfers -1st quintile (poorest) -rural,per_pr_ip.cba_q1_rur,0.534993011018326
West Bank and Gaza,PSE,2009,Benefit-cost ratio -  International Private Transfers -1st quintile (poorest),per_pr_ip.cba_q1_tot,0.522003222662526
West Bank and Gaza,PSE,2007,Benefit-cost ratio -  International Private Transfers -1st quintile (poorest),per_pr_ip.cba_q1_tot,0.411852373622108
West Bank and Gaza,PSE,2009,Benefit-cost ratio -  International Private Transfers - 1st quintile (poorest) -urban,per_pr_ip.cba_q1_urb,0.545759675066699
West Bank and Gaza,PSE,2007,Benefit-cost ratio -  International Private Transfers - 1st quintile (poorest) -urban,per_pr_ip.cba_q1_urb,0.134762765558893
West Bank and Gaza,PSE,2009,Coverage (%) - International Private Transfers (preT),per_pr_ip.cov_pop_preT_tot,25.1171593353425
West Bank and Gaza,PSE,2007,Coverage (%) - International Private Transfers (preT),per_pr_ip.cov_pop_preT_tot,14.1108889746318
West Bank and Gaza,PSE,2009,Coverage (%) - International Private Transfers -rural,per_pr_ip.cov_pop_rur,25.5660960082308
West Bank and Gaza,PSE,2007,Coverage (%) - International Private Transfers -rural,per_pr_ip.cov_pop_rur,27.2332322202076
West Bank and Gaza,PSE,2009,Coverage (%) - International Private Transfers,per_pr_ip.cov_pop_tot,25.1171593353425
West Bank and Gaza,PSE,2007,Coverage (%) - International Private Transfers,per_pr_ip.cov_pop_tot,14.1108889746318
West Bank and Gaza,PSE,2009,Coverage (%) - International Private Transfers -urban,per_pr_ip.cov_pop_urb,24.9542556593091
West Bank and Gaza,PSE,2007,Coverage (%) - International Private Transfers -urban,per_pr_ip.cov_pop_urb,6.51498220576901
West Bank and Gaza,PSE,2009,Coverage in 1st quintile (poorest) (%) - International Private Transfers (preT),per_pr_ip.cov_q1_preT_tot,49.6301345216171
West Bank and Gaza,PSE,2007,Coverage in 1st quintile (poorest) (%) - International Private Transfers (preT),per_pr_ip.cov_q1_preT_tot,20.463500441646
West Bank and Gaza,PSE,2009,Coverage in 1st quintile (poorest) (%) - International Private Transfers -rural,per_pr_ip.cov_q1_rur,42.8110483467006
West Bank and Gaza,PSE,2007,Coverage in 1st quintile (poorest) (%) - International Private Transfers -rural,per_pr_ip.cov_q1_rur,32.6869982020718
West Bank and Gaza,PSE,2009,Coverage in 1st quintile (poorest) (%) - International Private Transfers,per_pr_ip.cov_q1_tot,49.0194794326494
West Bank and Gaza,PSE,2007,Coverage in 1st quintile (poorest) (%) - International Private Transfers,per_pr_ip.cov_q1_tot,20.463500441646
West Bank and Gaza,PSE,2009,Coverage in 1st quintile (poorest) (%) - International Private Transfers -urban,per_pr_ip.cov_q1_urb,51.6264517417964
West Bank and Gaza,PSE,2007,Coverage in 1st quintile (poorest) (%) - International Private Transfers -urban,per_pr_ip.cov_q1_urb,5.73760919989764
West Bank and Gaza,PSE,2009,Coverage in 2nd quintile (%) - International Private Transfers (preT),per_pr_ip.cov_q2_preT_tot,31.0296186069115
West Bank and Gaza,PSE,2007,Coverage in 2nd quintile (%) - International Private Transfers (preT),per_pr_ip.cov_q2_preT_tot,15.9378419779085
West Bank and Gaza,PSE,2009,Coverage in 2nd quintile (%) - International Private Transfers -rural,per_pr_ip.cov_q2_rur,31.3782061537068
West Bank and Gaza,PSE,2007,Coverage in 2nd quintile (%) - International Private Transfers -rural,per_pr_ip.cov_q2_rur,25.3564389514588
West Bank and Gaza,PSE,2009,Coverage in 2nd quintile (%) - International Private Transfers,per_pr_ip.cov_q2_tot,32.3304013103187
West Bank and Gaza,PSE,2007,Coverage in 2nd quintile (%) - International Private Transfers,per_pr_ip.cov_q2_tot,15.9378419779085
West Bank and Gaza,PSE,2009,Coverage in 2nd quintile (%) - International Private Transfers -urban,per_pr_ip.cov_q2_urb,32.0985502645101
West Bank and Gaza,PSE,2007,Coverage in 2nd quintile (%) - International Private Transfers -urban,per_pr_ip.cov_q2_urb,9.1553909156197
West Bank and Gaza,PSE,2009,Coverage in 3rd quintile (%) - International Private Transfers (preT),per_pr_ip.cov_q3_preT_tot,21.7072053146088
West Bank and Gaza,PSE,2007,Coverage in 3rd quintile (%) - International Private Transfers (preT),per_pr_ip.cov_q3_preT_tot,16.8222470244639
West Bank and Gaza,PSE,2009,Coverage in 3rd quintile (%) - International Private Transfers -rural,per_pr_ip.cov_q3_rur,24.6076186761921
West Bank and Gaza,PSE,2007,Coverage in 3rd quintile (%) - International Private Transfers -rural,per_pr_ip.cov_q3_rur,27.014549863099
West Bank and Gaza,PSE,2009,Coverage in 3rd quintile (%) - International Private Transfers,per_pr_ip.cov_q3_tot,20.2351964671985
West Bank and Gaza,PSE,2007,Coverage in 3rd quintile (%) - International Private Transfers,per_pr_ip.cov_q3_tot,16.8222470244639
West Bank and Gaza,PSE,2009,Coverage in 3rd quintile (%) - International Private Transfers -urban,per_pr_ip.cov_q3_urb,19.0998789057979
West Bank and Gaza,PSE,2007,Coverage in 3rd quintile (%) - International Private Transfers -urban,per_pr_ip.cov_q3_urb,6.69489173171886
West Bank and Gaza,PSE,2009,Coverage in 4th quintile (%) - International Private Transfers (preT),per_pr_ip.cov_q4_preT_tot,15.1923976448378
West Bank and Gaza,PSE,2007,Coverage in 4th quintile (%) - International Private Transfers (preT),per_pr_ip.cov_q4_preT_tot,9.35293561173064
West Bank and Gaza,PSE,2009,Coverage in 4th quintile (%) - International Private Transfers -rural,per_pr_ip.cov_q4_rur,18.1711989973509
West Bank and Gaza,PSE,2007,Coverage in 4th quintile (%) - International Private Transfers -rural,per_pr_ip.cov_q4_rur,21.5022391769974
West Bank and Gaza,PSE,2009,Coverage in 4th quintile (%) - International Private Transfers,per_pr_ip.cov_q4_tot,15.7622218143168
West Bank and Gaza,PSE,2007,Coverage in 4th quintile (%) - International Private Transfers,per_pr_ip.cov_q4_tot,9.35293561173064
West Bank and Gaza,PSE,2009,Coverage in 4th quintile (%) - International Private Transfers -urban,per_pr_ip.cov_q4_urb,15.3013808112301
West Bank and Gaza,PSE,2007,Coverage in 4th quintile (%) - International Private Transfers -urban,per_pr_ip.cov_q4_urb,6.96646080909864
West Bank and Gaza,PSE,2009,Coverage in 5th quintile (richest) (%) - International Private Transfers (preT),per_pr_ip.cov_q5_preT_tot,8.06151390546808
West Bank and Gaza,PSE,2007,Coverage in 5th quintile (richest) (%) - International Private Transfers (preT),per_pr_ip.cov_q5_preT_tot,8.02920970872137
West Bank and Gaza,PSE,2009,Coverage in 5th quintile (richest) (%) - International Private Transfers -rural,per_pr_ip.cov_q5_rur,10.9253040193145
West Bank and Gaza,PSE,2007,Coverage in 5th quintile (richest) (%) - International Private Transfers -rural,per_pr_ip.cov_q5_rur,29.6729381400194
West Bank and Gaza,PSE,2009,Coverage in 5th quintile (richest) (%) - International Private Transfers,per_pr_ip.cov_q5_tot,8.27401324695699
West Bank and Gaza,PSE,2007,Coverage in 5th quintile (richest) (%) - International Private Transfers,per_pr_ip.cov_q5_tot,8.02920970872137
West Bank and Gaza,PSE,2009,Coverage in 5th quintile (richest) (%) - International Private Transfers -urban,per_pr_ip.cov_q5_urb,6.67520477282832
West Bank and Gaza,PSE,2007,Coverage in 5th quintile (richest) (%) - International Private Transfers -urban,per_pr_ip.cov_q5_urb,4.03282481408125
West Bank and Gaza,PSE,2009,Gini inequality index reduction (%) -  International Private Transfers (preT),per_pr_ip_gini_preT_tot,7.2765519328717
West Bank and Gaza,PSE,2007,Gini inequality index reduction (%) -  International Private Transfers (preT),per_pr_ip_gini_preT_tot,3.7297716011645
West Bank and Gaza,PSE,2009,Gini inequality index reduction (%) -  International Private Transfers -rural,per_pr_ip_gini_rur,7.87610412115716
West Bank and Gaza,PSE,2007,Gini inequality index reduction (%) -  International Private Transfers -rural,per_pr_ip_gini_rur,10.4140611908555
West Bank and Gaza,PSE,2009,Gini inequality index reduction (%) -  International Private Transfers,per_pr_ip_gini_tot,7.2765519328717
West Bank and Gaza,PSE,2007,Gini inequality index reduction (%) -  International Private Transfers,per_pr_ip_gini_tot,3.7297716011645
West Bank and Gaza,PSE,2009,Gini inequality index reduction (%) -  International Private Transfers -urban,per_pr_ip_gini_urb,7.08277263435204
West Bank and Gaza,PSE,2007,Gini inequality index reduction (%) -  International Private Transfers -urban,per_pr_ip_gini_urb,1.19819392204856
West Bank and Gaza,PSE,2009,Poverty Headcount reduction (%) -  International Private Transfers -1st quintile (poorest) (preT),per_pr_ip_p0_preT_tot,18.3083288642567
West Bank and Gaza,PSE,2007,Poverty Headcount reduction (%) -  International Private Transfers -1st quintile (poorest) (preT),per_pr_ip_p0_preT_tot,8.65393908648689
West Bank and Gaza,PSE,2009,Poverty Headcount reduction (%) -  International Private Transfers -1st quintile (poorest) -rural,per_pr_ip_p0_rur,15.2153724651808
West Bank and Gaza,PSE,2007,Poverty Headcount reduction (%) -  International Private Transfers -1st quintile (poorest) -rural,per_pr_ip_p0_rur,9.07561721265703
West Bank and Gaza,PSE,2009,Poverty Headcount reduction (%) -  International Private Transfers -1st quintile (poorest),per_pr_ip_p0_tot,18.3083288642567
West Bank and Gaza,PSE,2007,Poverty Headcount reduction (%) -  International Private Transfers -1st quintile (poorest),per_pr_ip_p0_tot,8.65393908648689
West Bank and Gaza,PSE,2009,Poverty Headcount reduction (%) -  International Private Transfers - 1st quintile (poorest) -urban,per_pr_ip_p0_urb,19.2733750234832
West Bank and Gaza,PSE,2007,Poverty Headcount reduction (%) -  International Private Transfers - 1st quintile (poorest) -urban,per_pr_ip_p0_urb,7.59085912117675
West Bank and Gaza,PSE,2009,Poverty Gap reduction (%) -  International Private Transfers -1st quintile (poorest) (preT),per_pr_ip_p1_preT_tot,44.5300913889157
West Bank and Gaza,PSE,2007,Poverty Gap reduction (%) -  International Private Transfers -1st quintile (poorest) (preT),per_pr_ip_p1_preT_tot,28.2373601827368
